ACNR,TITEL,AUTOR,LIBRETTIST,JAHR,BARCODE,SIGNATUR,IMAGES,LINK_ALMA,LINK_ASTOR,
AC14318536,Il sacrificio di Noe,"Perroni, Giovanni",,1722,+Z190173809,Mus.Hs.18210/2,40,https://data.onb.ac.at/rec/AC14318536,https://data.onb.ac.at/rep/131ABD8B,
AC14318536,Il sacrificio di Noe,"Perroni, Giovanni",,1722,+Z190173706,Mus.Hs.18210/3,30,https://data.onb.ac.at/rec/AC14318536,https://data.onb.ac.at/rep/131ABD8A,
AC14318536,Il sacrificio di Noe,"Perroni, Giovanni",,1722,+Z190173603,Mus.Hs.18210/4,44,https://data.onb.ac.at/rec/AC14318536,https://data.onb.ac.at/rep/131ABD89,
AC14318542,Abele,"Reutter, Georg",,1727,+Z322214306,Mus.Hs.18122,150,https://data.onb.ac.at/rec/AC14318542,https://data.onb.ac.at/rep/13207F34,
AC14318543,"Bersabea, ovvero Il pentimento di David","Reutter, Georg",,1729,+Z322217307,Mus.Hs.18132,170,https://data.onb.ac.at/rec/AC14318543,https://data.onb.ac.at/rep/132092BB,
AC14318544,Elia,"Reutter, Georg",,1728,+Z322214008,Mus.Hs.18130,148,https://data.onb.ac.at/rec/AC14318544,https://data.onb.ac.at/rep/13207F39,
AC14318545,"Gioas, re di Giuda","Reutter, Georg",,1735,+Z283582901,Mus.Hs.17305,154,https://data.onb.ac.at/rec/AC14318545,https://data.onb.ac.at/rep/131FC3F1,
AC14318546,La Maria lebbrosa,"Reutter, Georg",,1739,+Z283582706,Mus.Hs.17310,138,https://data.onb.ac.at/rec/AC14318546,https://data.onb.ac.at/rep/131F7663,
AC14318547,La divina providenza in Ismael,"Reutter, Georg",,1732,+Z283583103,Mus.Hs.17301,186,https://data.onb.ac.at/rec/AC14318547,https://data.onb.ac.at/rep/131FBEBA,
AC14318548,Il ritorno di Tobia,"Reutter, Georg",,1733,+Z283583000,Mus.Hs.17303,118,https://data.onb.ac.at/rec/AC14318548,https://data.onb.ac.at/rep/131FBEB9,
AC14318549,L'alloro illustrato,"Reutter, Georg",,1738,+Z19013760X,Mus.Hs.17989/1,36,https://data.onb.ac.at/rec/AC14318549,https://data.onb.ac.at/dtl/9577146,
AC14318549,L'alloro illustrato,"Reutter, Georg",,1738,+Z190137507,Mus.Hs.17989/2,36,https://data.onb.ac.at/rec/AC14318549,https://data.onb.ac.at/dtl/9581560,
AC14318549,L'alloro illustrato,"Reutter, Georg",,1738,+Z190137404,Mus.Hs.17989/3,22,https://data.onb.ac.at/rec/AC14318549,https://data.onb.ac.at/dtl/9581634,
AC14318549,L'alloro illustrato,"Reutter, Georg",,1738,+Z190137805,Mus.Hs.17989/4,34,https://data.onb.ac.at/rec/AC14318549,https://data.onb.ac.at/dtl/9581888,
AC14318550,Archidamia,"Reutter, Georg",,1727,+Z190129808,Mus.Hs.17967/1,34,https://data.onb.ac.at/rec/AC14318550,https://data.onb.ac.at/dtl/9687784,
AC14318550,Archidamia,"Reutter, Georg",,1727,+Z190130306,Mus.Hs.17967/2,34,https://data.onb.ac.at/rec/AC14318550,https://data.onb.ac.at/dtl/9687854,
AC14318550,Archidamia,"Reutter, Georg",,1727,+Z190124707,Mus.Hs.17967/3,26,https://data.onb.ac.at/rec/AC14318550,https://data.onb.ac.at/dtl/9687680,
AC14318550,Archidamia,"Reutter, Georg",,1727,+Z190130100,Mus.Hs.17967/4,24,https://data.onb.ac.at/rec/AC14318550,https://data.onb.ac.at/dtl/9687734,
AC14318551,Ciro in Armenia,"Reutter, Georg",,1733,+Z190145504,Mus.Hs.17977/1,38,https://data.onb.ac.at/rec/AC14318551,https://data.onb.ac.at/dtl/9689716,
AC14318551,Ciro in Armenia,"Reutter, Georg",,1733,+Z19014620X,Mus.Hs.17977/2,38,https://data.onb.ac.at/rec/AC14318551,https://data.onb.ac.at/dtl/9684980,
AC14318551,Ciro in Armenia,"Reutter, Georg",,1733,+Z190146302,Mus.Hs.17977/3,24,https://data.onb.ac.at/rec/AC14318551,https://data.onb.ac.at/dtl/9685856,
AC14318551,Ciro in Armenia,"Reutter, Georg",,1733,+Z190146405,Mus.Hs.17977/4,38,https://data.onb.ac.at/rec/AC14318551,https://data.onb.ac.at/dtl/9685906,
AC14318552,L'eroina d'Argo,"Reutter, Georg",,1739,+Z190160207,Mus.Hs.17991/1,30,https://data.onb.ac.at/rec/AC14318552,https://data.onb.ac.at/dtl/9688916,
AC14318552,L'eroina d'Argo,"Reutter, Georg",,1739,+Z190160803,Mus.Hs.17991/2,42,https://data.onb.ac.at/rec/AC14318552,https://data.onb.ac.at/dtl/9688978,
AC14318552,L'eroina d'Argo,"Reutter, Georg",,1739,+Z190160906,Mus.Hs.17991/3,30,https://data.onb.ac.at/rec/AC14318552,https://data.onb.ac.at/dtl/9689064,
AC14318553,La gratitudine di Mitridate,"Reutter, Georg",,1734,+Z19014360X,Mus.Hs.17979/1,32,https://data.onb.ac.at/rec/AC14318553,https://data.onb.ac.at/rep/131ACFE1,
AC14318553,La gratitudine di Mitridate,"Reutter, Georg",,1734,+Z190144202,Mus.Hs.17979/2,32,https://data.onb.ac.at/rec/AC14318553,https://data.onb.ac.at/rep/131ACFE5,
AC14318553,La gratitudine di Mitridate,"Reutter, Georg",,1734,+Z190143702,Mus.Hs.17979/3,22,https://data.onb.ac.at/rec/AC14318553,https://data.onb.ac.at/rep/131ACFE2,
AC14318553,La gratitudine di Mitridate,"Reutter, Georg",,1734,+Z190143805,Mus.Hs.17979/4,32,https://data.onb.ac.at/rec/AC14318553,https://data.onb.ac.at/rep/131ACFE3,
AC14318554,Il palladio conservato,"Reutter, Georg","Metastasio, Pietro",1735,+Z190160402,Mus.Hs.18017,134,https://data.onb.ac.at/rec/AC14318554,https://data.onb.ac.at/dtl/9685984,
AC14318555,Il Parnasso accusato e difeso,"Reutter, Georg",,1738,+Z190135304,Mus.Hs.17987/1,42,https://data.onb.ac.at/rec/AC14318555,https://data.onb.ac.at/dtl/9685402,
AC14318555,Il Parnasso accusato e difeso,"Reutter, Georg",,1738,+Z190123405,Mus.Hs.17987/2,40,https://data.onb.ac.at/rec/AC14318555,https://data.onb.ac.at/dtl/9685320,
AC14318555,Il Parnasso accusato e difeso,"Reutter, Georg",,1738,+Z190123302,Mus.Hs.17987/3,36,https://data.onb.ac.at/rec/AC14318555,https://data.onb.ac.at/dtl/9685246,
AC14318555,Il Parnasso accusato e difeso,"Reutter, Georg",,1738,+Z190119207,Mus.Hs.17987/4,38,https://data.onb.ac.at/rec/AC14318555,https://data.onb.ac.at/dtl/9685168,
AC14318556,Il Sacrifizio in Aulide,"Reutter, Georg",,1735,+Z190144007,Mus.Hs.17983/1,38,https://data.onb.ac.at/rec/AC14318556,https://data.onb.ac.at/dtl/9688132,
AC14318556,Il Sacrifizio in Aulide,"Reutter, Georg",,1735,+Z19014410X,Mus.Hs.17983/2,34,https://data.onb.ac.at/rec/AC14318556,https://data.onb.ac.at/dtl/9687280,
AC14318556,Il Sacrifizio in Aulide,"Reutter, Georg",,1735,+Z190145309,Mus.Hs.17983/3,24,https://data.onb.ac.at/rec/AC14318556,https://data.onb.ac.at/dtl/9688210,
AC14318556,Il Sacrifizio in Aulide,"Reutter, Georg",,1735,+Z190145401,Mus.Hs.17983/4,38,https://data.onb.ac.at/rec/AC14318556,https://data.onb.ac.at/dtl/9688260,
AC14318557,Alessandro il grande,"Reutter, Georg",,1732,+Z190149200,Mus.Hs.17973/1,30,https://data.onb.ac.at/rec/AC14318557,https://data.onb.ac.at/rep/131ABE58,
AC14318557,Alessandro il grande,"Reutter, Georg",,1732,+Z190149108,Mus.Hs.17973/2,30,https://data.onb.ac.at/rec/AC14318557,https://data.onb.ac.at/rep/131ABE59,
AC14318557,Alessandro il grande,"Reutter, Georg",,1732,+Z190149005,Mus.Hs.17973/3,18,https://data.onb.ac.at/rec/AC14318557,https://data.onb.ac.at/rep/131ABE5A,
AC14318557,Alessandro il grande,"Reutter, Georg",,1732,+Z190148906,Mus.Hs.17973/4,30,https://data.onb.ac.at/rec/AC14318557,https://data.onb.ac.at/rep/131ABE5B,
AC14318558,Diana vendicata,"Reutter, Georg",,1736,+Z190135808,Mus.Hs.17985/1,34,https://data.onb.ac.at/rec/AC14318558,https://data.onb.ac.at/dtl/9685488,
AC14318558,Diana vendicata,"Reutter, Georg",,1736,+Z190135900,Mus.Hs.17985/2,34,https://data.onb.ac.at/rec/AC14318558,https://data.onb.ac.at/dtl/9685558,
AC14318558,Diana vendicata,"Reutter, Georg",,1736,+Z19013600X,Mus.Hs.17985/3,22,https://data.onb.ac.at/rec/AC14318558,https://data.onb.ac.at/dtl/9684934,
AC14318558,Diana vendicata,"Reutter, Georg",,1736,+Z190136102,Mus.Hs.17985/4,34,https://data.onb.ac.at/rec/AC14318558,https://data.onb.ac.at/dtl/9685628,
AC14318560,La Generosità di Artaserse con Temistocle,"Reutter, Georg",,1731,+Z190124100,Mus.Hs.17971/1,34,https://data.onb.ac.at/rec/AC14318560,https://data.onb.ac.at/dtl/9581490,
AC14318560,La Generosità di Artaserse con Temistocle,"Reutter, Georg",,1731,+Z190124008,Mus.Hs.17971/2,34,https://data.onb.ac.at/rec/AC14318560,https://data.onb.ac.at/dtl/9581374,
AC14318560,La Generosità di Artaserse con Temistocle,"Reutter, Georg",,1731,+Z190123909,Mus.Hs.17971/3,26,https://data.onb.ac.at/rec/AC14318560,https://data.onb.ac.at/dtl/9581320,
AC14318560,La Generosità di Artaserse con Temistocle,"Reutter, Georg",,1731,+Z190123806,Mus.Hs.17971/4,22,https://data.onb.ac.at/rec/AC14318560,https://data.onb.ac.at/dtl/9581444,
AC14318561,Plotina,"Reutter, Georg",,1730,+Z190123600,Mus.Hs.17969/1,34,https://data.onb.ac.at/rec/AC14318561,https://data.onb.ac.at/dtl/9687494,
AC14318561,Plotina,"Reutter, Georg",,1730,+Z190124501,Mus.Hs.17969/2,34,https://data.onb.ac.at/rec/AC14318561,https://data.onb.ac.at/dtl/9687564,
AC14318561,Plotina,"Reutter, Georg",,1730,+Z190124604,Mus.Hs.17969/3,22,https://data.onb.ac.at/rec/AC14318561,https://data.onb.ac.at/dtl/9687634,
AC14318561,Plotina,"Reutter, Georg",,1730,+Z190123508,Mus.Hs.17969/4,32,https://data.onb.ac.at/rec/AC14318561,https://data.onb.ac.at/dtl/9687428,
AC14318619,Alessandro Severo,"Bonno, Giuseppe",,1737,+Z19019980X,Mus.Hs.18305/1,34,https://data.onb.ac.at/rec/AC14318619,https://data.onb.ac.at/rep/131ABE78,
AC14318619,Alessandro Severo,"Bonno, Giuseppe",,1737,+Z190199707,Mus.Hs.18305/2,34,https://data.onb.ac.at/rec/AC14318619,https://data.onb.ac.at/rep/131ABE79,
AC14318619,Alessandro Severo,"Bonno, Giuseppe",,1737,+Z190199604,Mus.Hs.18305/3,34,https://data.onb.ac.at/rec/AC14318619,https://data.onb.ac.at/rep/131ABE7A,
AC14318619,Alessandro Severo,"Bonno, Giuseppe",,1737,+Z190199501,Mus.Hs.18305/4,34,https://data.onb.ac.at/rec/AC14318619,https://data.onb.ac.at/rep/131ABE7B,
AC14318620,Eleazarro,"Bonno, Giuseppe",,1739,+Z28357820X,Mus.Hs.17055,150,https://data.onb.ac.at/rec/AC14318620,https://data.onb.ac.at/rep/131FBEC4,
AC14318621,La gara del genio con Giunone,"Bonno, Giuseppe",,1737,+Z190187602,Mus.Hs.18277/1,34,https://data.onb.ac.at/rec/AC14318621,https://data.onb.ac.at/rep/131ABBD3,
AC14318621,La gara del genio con Giunone,"Bonno, Giuseppe",,1737,+Z190177402,Mus.Hs.18277/2,34,https://data.onb.ac.at/rec/AC14318621,https://data.onb.ac.at/rep/131ABBCF,
AC14318621,La gara del genio con Giunone,"Bonno, Giuseppe",,1737,+Z19017730X,Mus.Hs.18277/3,34,https://data.onb.ac.at/rec/AC14318621,https://data.onb.ac.at/rep/131ABBD0,
AC14318621,La gara del genio con Giunone,"Bonno, Giuseppe",,1737,+Z190177207,Mus.Hs.18277/4,34,https://data.onb.ac.at/rec/AC14318621,https://data.onb.ac.at/rep/131ABBD1,
AC14318622,La generosita di Artaserse,"Bonno, Giuseppe",,1737,+Z190177803,Mus.Hs.18296/1,36,https://data.onb.ac.at/rec/AC14318622,https://data.onb.ac.at/rep/131ABCA8,
AC14318622,La generosita di Artaserse,"Bonno, Giuseppe",,1737,+Z190189908,Mus.Hs.18296/2,36,https://data.onb.ac.at/rec/AC14318622,https://data.onb.ac.at/rep/131ABCAB,
AC14318622,La generosita di Artaserse,"Bonno, Giuseppe",,1737,+Z190189805,Mus.Hs.18296/3,34,https://data.onb.ac.at/rec/AC14318622,https://data.onb.ac.at/rep/131ABCAA,
AC14318622,La generosita di Artaserse,"Bonno, Giuseppe",,1737,+Z190189702,Mus.Hs.18296/4,34,https://data.onb.ac.at/rec/AC14318622,https://data.onb.ac.at/rep/131ABCA9,
AC14318623,Il natale di Numa Pompilio,"Bonno, Giuseppe",,1739,+Z19018960X,Mus.Hs.18293/1,34,https://data.onb.ac.at/rec/AC14318623,https://data.onb.ac.at/rep/131ABBBF,
AC14318623,Il natale di Numa Pompilio,"Bonno, Giuseppe",,1739,+Z190189507,Mus.Hs.18293/2,34,https://data.onb.ac.at/rec/AC14318623,https://data.onb.ac.at/rep/131ABBC0,
AC14318623,Il natale di Numa Pompilio,"Bonno, Giuseppe",,1739,+Z190189404,Mus.Hs.18293/3,30,https://data.onb.ac.at/rec/AC14318623,https://data.onb.ac.at/rep/131ABBC1,
AC14318623,Il natale di Numa Pompilio,"Bonno, Giuseppe",,1739,+Z190189301,Mus.Hs.18293/4,32,https://data.onb.ac.at/rec/AC14318623,https://data.onb.ac.at/rep/131ABBC2,
AC14318624,Il Nume d'Atene,"Bonno, Giuseppe",,1739,+Z190181806,Mus.Hs.18260/1,38,https://data.onb.ac.at/rec/AC14318624,https://data.onb.ac.at/rep/131ABCE7,
AC14318624,Il Nume d'Atene,"Bonno, Giuseppe",,1739,+Z190181909,Mus.Hs.18260/2,38,https://data.onb.ac.at/rec/AC14318624,https://data.onb.ac.at/rep/131ABCE8,
AC14318624,Il Nume d'Atene,"Bonno, Giuseppe",,1739,+Z190182008,Mus.Hs.18260/3,38,https://data.onb.ac.at/rec/AC14318624,https://data.onb.ac.at/rep/131ABCE9,
AC14318624,Il Nume d'Atene,"Bonno, Giuseppe",,1739,+Z190182100,Mus.Hs.18260/4,34,https://data.onb.ac.at/rec/AC14318624,https://data.onb.ac.at/rep/131ABCEA,
AC14318625,La pace richiamata,"Bonno, Giuseppe",,1738,+Z190197607,Mus.Hs.18307/1,33,https://data.onb.ac.at/rec/AC14318625,https://data.onb.ac.at/rep/131ACFF9,
AC14318625,La pace richiamata,"Bonno, Giuseppe",,1738,+Z19019770X,Mus.Hs.18307/2,22,https://data.onb.ac.at/rec/AC14318625,https://data.onb.ac.at/rep/131ACFFA,
AC14318625,La pace richiamata,"Bonno, Giuseppe",,1738,+Z190197802,Mus.Hs.18307/3,22,https://data.onb.ac.at/rec/AC14318625,https://data.onb.ac.at/rep/131ACFFB,
AC14318626,San Paolo in Atene,"Bonno, Giuseppe",,1740,+Z283580503,Mus.Hs.17061,146,https://data.onb.ac.at/rec/AC14318626,https://data.onb.ac.at/rep/131F4345,
AC14318629,Ezechia,"Bononcini, Giovanni",,1737,+Z283580400,Mus.Hs.17063,116,https://data.onb.ac.at/rec/AC14318629,https://data.onb.ac.at/rep/131F4349,
AC14318635,L'interciso,"Bononcini, Antonio Maria",,1711,+Z283580801,Mus.Hs.17074,122,https://data.onb.ac.at/rec/AC14318635,https://data.onb.ac.at/rep/131F4343,
AC14318638,Ezechia,"Bononcini, Giovanni",,1737,+Z28358000X,Mus.Hs.17068,294,https://data.onb.ac.at/rec/AC14318638,https://data.onb.ac.at/rep/131FC3F9,
AC14318728,La concordia de' pianeti,"Caldara, Antonio",,1723,+Z217710600,Mus.Hs.17139/1,37,https://data.onb.ac.at/rec/AC14318728,https://data.onb.ac.at/dtl/7329075,
AC14318728,La concordia de' pianeti,"Caldara, Antonio",,1723,+Z217710703,Mus.Hs.17139/2,39,https://data.onb.ac.at/rec/AC14318728,https://data.onb.ac.at/dtl/7329152,
AC14318728,La concordia de' pianeti,"Caldara, Antonio",,1723,+Z217710806,Mus.Hs.17139/3,29,https://data.onb.ac.at/rec/AC14318728,https://data.onb.ac.at/dtl/7329233,
AC14318728,La concordia de' pianeti,"Caldara, Antonio",,1723,+Z217710909,Mus.Hs.17139/4,41,https://data.onb.ac.at/rec/AC14318728,https://data.onb.ac.at/dtl/7329294,
AC14318729,Contesa de' Numi,"Caldara, Antonio",,1723,+Z190186300,Mus.Hs.18237/1,50,https://data.onb.ac.at/rec/AC14318729,https://data.onb.ac.at/rep/131ABCEC,
AC14318729,Contesa de' Numi,"Caldara, Antonio",,1723,+Z190186208,Mus.Hs.18237/2,38,https://data.onb.ac.at/rec/AC14318729,https://data.onb.ac.at/rep/131ABCED,
AC14318729,Contesa de' Numi,"Caldara, Antonio",,1723,+Z190186105,Mus.Hs.18237/3,26,https://data.onb.ac.at/rec/AC14318729,https://data.onb.ac.at/rep/131ABCEE,
AC14318729,Contesa de' Numi,"Caldara, Antonio",,1723,+Z190186002,Mus.Hs.18237/4,38,https://data.onb.ac.at/rec/AC14318729,https://data.onb.ac.at/rep/131ABCEF,
AC14318730,Cajo Marzio Coriolano,"Caldara, Antonio",,1717,+Z190177104,Mus.Hs.18233/1,108,https://data.onb.ac.at/rec/AC14318730,https://data.onb.ac.at/rep/131ABCA7,
AC14318730,Cajo Marzio Coriolano,"Caldara, Antonio",,1717,+Z190177001,Mus.Hs.18233/2,62,https://data.onb.ac.at/rec/AC14318730,https://data.onb.ac.at/rep/131ABCA6,
AC14318730,Cajo Marzio Coriolano,"Caldara, Antonio",,1717,+Z190176902,Mus.Hs.18233/3,34,https://data.onb.ac.at/rec/AC14318730,https://data.onb.ac.at/rep/131ABCA5,
AC14318730,Cajo Marzio Coriolano,"Caldara, Antonio",,1717,+Z19017680X,Mus.Hs.18233/4,82,https://data.onb.ac.at/rec/AC14318730,https://data.onb.ac.at/rep/131ABCA2,
AC14318731,David umiliato,"Caldara, Antonio",,1731,+Z283581209,Mus.Hs.17133,152,https://data.onb.ac.at/rec/AC14318731,https://data.onb.ac.at/rep/131F932F,
AC14318732,Il Demetrio,"Caldara, Antonio",,1731,+Z291668105,Mus.Hs.17152,234,https://data.onb.ac.at/rec/AC14318732,https://data.onb.ac.at/rep/131E623A,
AC14318733,Demofoonte,"Caldara, Antonio",,1733,+Z269905104,Mus.Hs.17169/1,64,https://data.onb.ac.at/rec/AC14318733,https://data.onb.ac.at/dtl/9075360,
AC14318733,Demofoonte,"Caldara, Antonio",,1733,+Z269905001,Mus.Hs.17169/2,66,https://data.onb.ac.at/rec/AC14318733,https://data.onb.ac.at/dtl/9075226,
AC14318733,Demofoonte,"Caldara, Antonio",,1733,+Z269904902,Mus.Hs.17169/3,46,https://data.onb.ac.at/rec/AC14318733,https://data.onb.ac.at/dtl/9075132,
AC14318734,I Disingannati,"Caldara, Antonio",,1729,+Z19018330X,Mus.Hs.18098/1,96,https://data.onb.ac.at/rec/AC14318734,https://data.onb.ac.at/rep/131ABE05,
AC14318734,I Disingannati,"Caldara, Antonio",,1729,+Z190183207,Mus.Hs.18098/2,76,https://data.onb.ac.at/rec/AC14318734,https://data.onb.ac.at/rep/131ABE12,
AC14318734,I Disingannati,"Caldara, Antonio",,1729,+Z190183402,Mus.Hs.18098/3,44,https://data.onb.ac.at/rec/AC14318734,https://data.onb.ac.at/rep/131ABE13,
AC14318734,I Disingannati,"Caldara, Antonio",,1729,+Z190183505,Mus.Hs.18098/4,76,https://data.onb.ac.at/rec/AC14318734,https://data.onb.ac.at/rep/131ABE14,
AC14318736,Don Chisciotte in Corte della duchessa,"Caldara, Antonio",,1727,+Z190184303,Mus.Hs.18231/1,92,https://data.onb.ac.at/rec/AC14318736,https://data.onb.ac.at/rep/131ABBCB,
AC14318736,Don Chisciotte in Corte della duchessa,"Caldara, Antonio",,1727,+Z190184200,Mus.Hs.18231/2,94,https://data.onb.ac.at/rec/AC14318736,https://data.onb.ac.at/rep/131ABBCC,
AC14318736,Don Chisciotte in Corte della duchessa,"Caldara, Antonio",,1727,+Z190182604,Mus.Hs.18231/3,54,https://data.onb.ac.at/rec/AC14318736,https://data.onb.ac.at/rep/131ABBCD,
AC14318736,Don Chisciotte in Corte della duchessa,"Caldara, Antonio",,1727,+Z190182501,Mus.Hs.18231/4,92,https://data.onb.ac.at/rec/AC14318736,https://data.onb.ac.at/rep/131ABBCE,
AC14318737,S. Elena al Calvario,"Caldara, Antonio",,1731,+Z283582809,Mus.Hs.17135,138,https://data.onb.ac.at/rec/AC14318737,https://data.onb.ac.at/rep/131F932C,
AC14318738,Ester,"Caldara, Antonio",,1723,+Z28358160X,Mus.Hs.17119,150,https://data.onb.ac.at/rec/AC14318738,https://data.onb.ac.at/rep/131FC3F5,
AC14318739,Euristeo,"Caldara, Antonio","Zeno, Apostolo",1724,+Z238590201,Mus.Hs.17185,428,https://data.onb.ac.at/rec/AC14318739,https://data.onb.ac.at/dtl/8570286,
AC14318740,Euristeo,"Caldara, Antonio",,1724,+Z238595909,Mus.Hs.17186/2,154,https://data.onb.ac.at/rec/AC14318740,https://data.onb.ac.at/dtl/8593656,
AC14318740,Euristeo,"Caldara, Antonio",,1724,+Z238596008,Mus.Hs.17186/3,170,https://data.onb.ac.at/rec/AC14318740,https://data.onb.ac.at/dtl/8593966,
AC14318741,C. Fabbricio,"Caldara, Antonio","Zeno, Apostolo",1729,+Z238583907,Mus.Hs.17150/1,174,https://data.onb.ac.at/rec/AC14318741,https://data.onb.ac.at/dtl/8567776,
AC14318741,C. Fabbricio,"Caldara, Antonio","Zeno, Apostolo",1729,+Z238587202,Mus.Hs.17150/2,180,https://data.onb.ac.at/rec/AC14318741,https://data.onb.ac.at/dtl/8568126,
AC14318741,C. Fabbricio,"Caldara, Antonio","Zeno, Apostolo",1729,+Z238583208,Mus.Hs.17150/3,190,https://data.onb.ac.at/rec/AC14318741,https://data.onb.ac.at/dtl/8567394,
AC14318742,C. Fabbricio,"Caldara, Antonio",,1729,+Z238583609,Mus.Hs.17149/1,127,https://data.onb.ac.at/rec/AC14318742,https://data.onb.ac.at/dtl/8536794,
AC14318742,C. Fabbricio,"Caldara, Antonio",,1729,+Z238583506,Mus.Hs.17149/2,80,https://data.onb.ac.at/rec/AC14318742,https://data.onb.ac.at/dtl/8536632,
AC14318742,C. Fabbricio,"Caldara, Antonio",,1729,+Z238583403,Mus.Hs.17149/3,48,https://data.onb.ac.at/rec/AC14318742,https://data.onb.ac.at/dtl/8536534,
AC14318742,C. Fabbricio,"Caldara, Antonio",,1729,+Z238583300,Mus.Hs.17149/4,84,https://data.onb.ac.at/rec/AC14318742,https://data.onb.ac.at/dtl/8536364,
AC14318743,Gerusalemme convertita,"Caldara, Antonio",,1733,+Z283580709,Mus.Hs.17072,98,https://data.onb.ac.at/rec/AC14318743,https://data.onb.ac.at/rep/131F4342,
AC14318744,Gionata,"Caldara, Antonio",,1728,+Z283581301,Mus.Hs.17128,136,https://data.onb.ac.at/rec/AC14318744,https://data.onb.ac.at/rep/131FC3F8,
AC14318745,Gioseffo che interpreta i Sogni,"Caldara, Antonio",,1726,+Z283581702,Mus.Hs.17126,146,https://data.onb.ac.at/rec/AC14318745,https://data.onb.ac.at/rep/131FBEBC,
AC14318749,Giuseppe,"Caldara, Antonio",,1722,+Z292287002,Mus.Hs.17115,152,https://data.onb.ac.at/rec/AC14318749,https://data.onb.ac.at/rep/131C8131,
AC14318750,Ifigenia in Aulide,"Caldara, Antonio",,1718,+Z190183001,Mus.Hs.18256/1,126,https://data.onb.ac.at/rec/AC14318750,https://data.onb.ac.at/rep/131ABCF0,
AC14318750,Ifigenia in Aulide,"Caldara, Antonio",,1718,+Z190182902,Mus.Hs.18256/2,58,https://data.onb.ac.at/rec/AC14318750,https://data.onb.ac.at/rep/131ABCF1,
AC14318750,Ifigenia in Aulide,"Caldara, Antonio",,1718,+Z19018280X,Mus.Hs.18256/3,38,https://data.onb.ac.at/rec/AC14318750,https://data.onb.ac.at/rep/131ABCF2,
AC14318750,Ifigenia in Aulide,"Caldara, Antonio",,1718,+Z190182707,Mus.Hs.18256/4,70,https://data.onb.ac.at/rec/AC14318750,https://data.onb.ac.at/rep/131ABCF3,
AC14318751,Imeneo,"Caldara, Antonio",,1727,+Z23856620X,Mus.Hs.17137/1,106,https://data.onb.ac.at/rec/AC14318751,https://data.onb.ac.at/dtl/8470777,
AC14318751,Imeneo,"Caldara, Antonio",,1727,+Z238585606,Mus.Hs.17137/2,50,https://data.onb.ac.at/rec/AC14318751,https://data.onb.ac.at/dtl/8473975,
AC14318751,Imeneo,"Caldara, Antonio",,1727,+Z238585709,Mus.Hs.17137/3,50,https://data.onb.ac.at/rec/AC14318751,https://data.onb.ac.at/dtl/8473149,
AC14318751,Imeneo,"Caldara, Antonio",,1727,+Z23858450X,Mus.Hs.17137/4,42,https://data.onb.ac.at/rec/AC14318751,https://data.onb.ac.at/dtl/8470615,
AC14318751,Imeneo,"Caldara, Antonio",,1727,+Z238584602,Mus.Hs.17137/5,38,https://data.onb.ac.at/rec/AC14318751,https://data.onb.ac.at/dtl/8473049,
AC14318751,Imeneo,"Caldara, Antonio",,1727,+Z238584407,Mus.Hs.17137/6,56,https://data.onb.ac.at/rec/AC14318751,https://data.onb.ac.at/dtl/8473285,
AC14318752,Joaz,"Caldara, Antonio",,1726,+Z283581404,Mus.Hs.17130,136,https://data.onb.ac.at/rec/AC14318752,https://data.onb.ac.at/rep/131FBEBB,
